timestamp,AF8,AF7,CHEEK_R,CHEEK_L,EAR_R,AFz,BROW_L,NOSE,marker
0.0000,55331.9140625,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,55596.6484375,55651.5,0
0.0006,56091.02734375,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,56359.11328125,56414.140625,0
0.0006,53569.75,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,53826.83984375,53881.37890625,0
0.0006,52337.72265625,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,52588.73046875,52643.40234375,0
0.0016,54792.61328125,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,55054.88671875,55109.6953125,0
0.0016,56317.359375,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,56586.296875,56641.28125,0
0.0016,53956.43359375,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,54215.265625,54269.8046875,0
0.0016,52290.3359375,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,52541.03125,52595.34765625,0
0.0016,54212.2734375,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,54472.1328125,54526.359375,0
0.0016,56394.47265625,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,56663.72265625,56718.39453125,0
0.0016,54385.90234375,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,54646.56640625,54701.328125,0
0.0016,52364.140625,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,52615.46484375,52669.77734375,0
0.0016,53649.27734375,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,53906.5,53960.859375,0
0.0016,56345.7890625,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,56614.859375,56669.62109375,0
0.0016,54807.6796875,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,55070.265625,55124.7578125,0
0.0016,52500.890625,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,52752.75,52807.15234375,0
0.0016,53131.74609375,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,53386.8671875,53441.18359375,0
0.0016,56125.0,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,56393.3984375,56448.0703125,0
0.0016,55246.30859375,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,55510.73046875,55565.40234375,0
0.0016,52772.86328125,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,53025.9765625,53080.42578125,0
0.0016,52741.08203125,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,52993.8359375,53048.328125,0
0.0016,55784.08984375,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,56050.8828125,56105.734375,0
0.0016,55641.48828125,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,55907.78515625,55962.68359375,0
0.0016,53080.06640625,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,53334.609375,53389.28125,0
0.0016,52440.62890625,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,52691.953125,52746.578125,0
0.0016,55334.640625,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,55599.421875,55654.2265625,0
0.0016,55986.46484375,-375000.0,-375000.0,-375000.0,-375000.0,-375000.0,56254.328125,56308.91015625,0
