timestamp,AF8,AF7,CHEEK_R,CHEEK_L,EAR_R,AFz,BROW_L,NOSE,marker
0.0000,22044.091796875,34815.296875,-375000.0,-375000.0,-375000.0,-375000.0,33353.44921875,33895.7890625,0
0.0000,22228.62890625,27792.87109375,-375000.0,-375000.0,-375000.0,-375000.0,15589.087890625,18493.83203125,0
0.0000,22243.693359375,32217.30859375,-375000.0,-375000.0,-375000.0,-375000.0,27211.994140625,28540.626953125,0
0.0000,22012.353515625,37955.8046875,-375000.0,-375000.0,-375000.0,-375000.0,38057.015625,38116.42578125,0
0.0000,21939.263671875,35890.59375,-375000.0,-375000.0,-375000.0,-375000.0,35227.59765625,35548.4765625,0
0.0000,22091.076171875,28406.73828125,-375000.0,-375000.0,-375000.0,-375000.0,17500.921875,20124.61328125,0
0.0000,22272.34765625,30791.267578125,-375000.0,-375000.0,-375000.0,-375000.0,23576.751953125,25357.380859375,0
0.0000,22047.1328125,37542.8359375,-375000.0,-375000.0,-375000.0,-375000.0,37548.421875,37646.1875,0
0.0000,22066.443359375,36748.9453125,-375000.0,-375000.0,-375000.0,-375000.0,36545.27734375,36722.79296875,0
0.0000,22144.00390625,29336.75,-375000.0,-375000.0,-375000.0,-375000.0,20220.234375,22447.49609375,0
0.0276,22327.19921875,29452.80078125,-375000.0,-375000.0,-375000.0,-375000.0,19879.7734375,22108.017578125,0
0.0276,22122.814453125,36884.3984375,-375000.0,-375000.0,-375000.0,-375000.0,36615.73046875,36798.07421875,0
0.0276,22077.619140625,37392.140625,-375000.0,-375000.0,-375000.0,-375000.0,37410.9140625,37508.7265625,0
0.0276,22133.72265625,30515.759765625,-375000.0,-375000.0,-375000.0,-375000.0,23404.107421875,25201.3203125,0
0.0276,22371.142578125,28318.271484375,-375000.0,-375000.0,-375000.0,-375000.0,16554.68359375,19173.4140625,0
0.0276,22097.333984375,35988.5859375,-375000.0,-375000.0,-375000.0,-375000.0,35145.4765625,35476.640625,0
0.0276,22029.25,37814.8984375,-375000.0,-375000.0,-375000.0,-375000.0,37917.8984375,37976.7734375,0
0.0276,21962.59765625,31845.8671875,-375000.0,-375000.0,-375000.0,-375000.0,26825.576171875,28163.060546875,0
0.0276,22168.0546875,27577.265625,-375000.0,-375000.0,-375000.0,-375000.0,14295.861328125,17175.525390625,0
0.0276,22110.119140625,34891.47265625,-375000.0,-375000.0,-375000.0,-375000.0,33069.0,33627.34765625,0
0.0548,22082.89453125,38071.54296875,-375000.0,-375000.0,-375000.0,-375000.0,38192.375,38240.296875,0
0.0549,22083.07421875,33247.9921875,-375000.0,-375000.0,-375000.0,-375000.0,30078.068359375,30990.869140625,0
0.0549,22074.1328125,27277.306640625,-375000.0,-375000.0,-375000.0,-375000.0,13322.9345703125,16294.1064453125,0
0.0549,21976.857421875,33581.390625,-375000.0,-375000.0,-375000.0,-375000.0,30238.6875,31122.20703125,0
