timestamp,AF8,AF7,CHEEK_R,CHEEK_L,EAR_R,AFz,BROW_L,NOSE,marker
0.0000,-10997.99609375,12361.2734375,-49821.2265625,-375000.0,-375000.0,-375000.0,4904.0615234375,5710.244140625,0
0.0000,-11895.6865234375,11444.806640625,-50357.7578125,-375000.0,-375000.0,-375000.0,7407.1884765625,8215.9638671875,0
0.0000,-9532.0791015625,14066.7109375,-50088.5546875,-375000.0,-375000.0,-375000.0,8603.900390625,9416.296875,0
0.0000,-7492.3037109375,16327.8583984375,-49442.0546875,-375000.0,-375000.0,-375000.0,6758.6748046875,7574.2900390625,0
0.0000,-10303.6162109375,13096.2880859375,-49695.87890625,-375000.0,-375000.0,-375000.0,4805.3115234375,5624.32421875,0
0.0000,-12073.1591796875,11218.115234375,-50308.046875,-375000.0,-375000.0,-375000.0,6860.19677734375,7681.31005859375,0
0.0000,-9976.119140625,13572.7822265625,-50153.375,-375000.0,-375000.0,-375000.0,8488.9228515625,9312.451171875,0
0.0000,-7597.3125,16220.837890625,-49512.640625,-375000.0,-375000.0,-375000.0,7182.01708984375,8009.880859375,0
0.0000,-9618.4462890625,13921.603515625,-49559.80078125,-375000.0,-375000.0,-375000.0,4827.03759765625,5659.41650390625,0
0.0000,-12119.650390625,11181.3251953125,-50246.40234375,-375000.0,-375000.0,-375000.0,6311.81884765625,7146.79052734375,0
0.0320,-10369.6884765625,13145.55078125,-50219.71484375,-375000.0,-375000.0,-375000.0,8297.0556640625,9135.3359375,0
0.0320,-7841.61669921875,15945.77734375,-49634.3671875,-375000.0,-375000.0,-375000.0,7524.7587890625,8367.77734375,0
0.0320,-8971.810546875,14659.658203125,-49474.640625,-375000.0,-375000.0,-375000.0,4989.6240234375,5835.63720703125,0
0.0320,-12047.2763671875,11258.259765625,-50173.1796875,-375000.0,-375000.0,-375000.0,5796.4326171875,6644.23388671875,0
0.0321,-10774.388671875,12718.7666015625,-50249.12890625,-375000.0,-375000.0,-375000.0,8043.6318359375,8893.6240234375,0
0.0321,-8204.3408203125,15623.3759765625,-49732.3125,-375000.0,-375000.0,-375000.0,7814.9287109375,8670.419921875,0
0.0321,-8407.8759765625,15316.0390625,-49417.9140625,-375000.0,-375000.0,-375000.0,5289.13720703125,6149.09814453125,0
0.0321,-11850.3125,11470.466796875,-50067.85546875,-375000.0,-375000.0,-375000.0,5342.6474609375,6203.54736328125,0
0.0321,-11147.037109375,12331.322265625,-50284.53515625,-375000.0,-375000.0,-375000.0,7745.4150390625,8608.4599609375,0
0.0321,-8598.8935546875,15159.5771484375,-49850.64453125,-375000.0,-375000.0,-375000.0,8009.7021484375,8876.9052734375,0
0.0613,-7985.427734375,15820.3837890625,-49397.125,-375000.0,-375000.0,-375000.0,5673.76611328125,6545.2158203125,0
0.0613,-11496.2158203125,11881.2021484375,-49953.7734375,-375000.0,-375000.0,-375000.0,5007.1923828125,5881.1455078125,0
0.0613,-11459.8271484375,12015.2236328125,-50298.4375,-375000.0,-375000.0,-375000.0,7419.88427734375,8295.22265625,0
0.0613,-9022.0126953125,14722.5556640625,-49962.265625,-375000.0,-375000.0,-375000.0,8145.86865234375,9025.0966796875,0
0.0613,-7687.4345703125,16174.3466796875,-49422.25,-375000.0,-375000.0,-375000.0,6128.31103515625,7011.69677734375,0
0.0614,-10991.87109375,12449.47265625,-49849.078125,-375000.0,-375000.0,-375000.0,4801.19873046875,5686.59619140625,0
0.0614,-11751.96484375,11692.5986328125,-50305.76953125,-375000.0,-375000.0,-375000.0,7028.013671875,7915.51171875,0
0.0614,-9471.7294921875,14233.2314453125,-50057.484375,-375000.0,-375000.0,-375000.0,8183.68798828125,9075.65625,0
0.0614,-7610.36572265625,16321.7333984375,-49467.578125,-375000.0,-375000.0,-375000.0,6566.53955078125,7462.44189453125,0
0.0614,-10401.6962890625,13159.8564453125,-49740.71875,-375000.0,-375000.0,-375000.0,4729.7626953125,5628.39208984375,0
0.0909,-11937.439453125,11493.7578125,-50303.30859375,-375000.0,-375000.0,-375000.0,6642.7587890625,7543.712890625,0
0.0909,-9882.7783203125,13815.7900390625,-50148.45703125,-375000.0,-375000.0,-375000.0,8189.365234375,9093.9853515625,0
0.0909,-7667.228515625,16288.9658203125,-49558.59375,-375000.0,-375000.0,-375000.0,6992.25048828125,7901.1171875,0
0.0909,-9756.2666015625,13889.1044921875,-49636.69140625,-375000.0,-375000.0,-375000.0,4780.00927734375,5692.4970703125,0
0.0909,-12047.6337890625,11400.4609375,-50268.53125,-375000.0,-375000.0,-375000.0,6229.92236328125,7145.3603515625,0
0.0909,-10283.2314453125,13404.4736328125,-50218.1484375,-375000.0,-375000.0,-375000.0,8121.28173828125,9039.0888671875,0
0.0909,-7845.64013671875,16134.873046875,-49634.45703125,-375000.0,-375000.0,-375000.0,7387.6083984375,8308.5,0
0.0909,-9125.8134765625,14678.2099609375,-49526.49609375,-375000.0,-375000.0,-375000.0,4967.76416015625,5892.544921875,0
0.0909,-12065.828125,11409.759765625,-50207.8671875,-375000.0,-375000.0,-375000.0,5798.93603515625,6726.130859375,0
0.0909,-10702.6396484375,12976.125,-50279.9765625,-375000.0,-375000.0,-375000.0,7977.02392578125,8906.990234375,0
0.1515,-8158.11767578125,15796.958984375,-49759.046875,-375000.0,-375000.0,-375000.0,7703.974609375,8638.009765625,0
0.1515,-8545.65234375,15313.357421875,-49470.9296875,-375000.0,-375000.0,-375000.0,5234.46484375,6172.52294921875,0
0.1515,-11902.75,11557.4150390625,-50129.7265625,-375000.0,-375000.0,-375000.0,5417.34716796875,6357.103515625,0
0.1516,-11058.30078125,12541.96484375,-50316.41015625,-375000.0,-375000.0,-375000.0,7782.787109375,8725.046875,0
0.1516,-8533.4033203125,15372.947265625,-49856.8125,-375000.0,-375000.0,-375000.0,7951.98974609375,8897.06640625,0
0.1516,-8073.31494140625,15845.5517578125,-49444.78125,-375000.0,-375000.0,-375000.0,5602.330078125,6552.14501953125,0
0.1516,-11587.9921875,11875.5693359375,-50037.1015625,-375000.0,-375000.0,-375000.0,5090.65380859375,6042.927734375,0
0.1516,-11404.3056640625,12135.4755859375,-50364.59765625,-375000.0,-375000.0,-375000.0,7507.41357421875,8461.609375,0
0.1516,-8944.138671875,14846.294921875,-49992.890625,-375000.0,-375000.0,-375000.0,8125.841796875,9083.703125,0
0.1516,-7739.29052734375,16137.287109375,-49455.328125,-375000.0,-375000.0,-375000.0,6022.140625,6984.87451171875,0
0.2112,-11114.671875,12316.48046875,-49917.7890625,-375000.0,-375000.0,-375000.0,4860.78857421875,5826.4287109375,0
0.2112,-11726.841796875,11720.314453125,-50363.125,-375000.0,-375000.0,-375000.0,7166.0576171875,8134.15625,0
0.2112,-9413.8388671875,14293.6708984375,-50094.1875,-375000.0,-375000.0,-375000.0,8213.28125,9185.626953125,0
0.2112,-7597.4462890625,16263.7080078125,-49504.94921875,-375000.0,-375000.0,-375000.0,6450.13134765625,7427.751953125,0
0.2112,-10529.279296875,12945.5478515625,-49802.85546875,-375000.0,-375000.0,-375000.0,4719.03369140625,5699.6494140625,0
0.2112,-11949.6435546875,11420.443359375,-50366.56640625,-375000.0,-375000.0,-375000.0,6776.02001953125,7757.66357421875,0
